Subject,itemID,adjective,adjEighth,adjFifth,adjFirst,adjFourth,adjSecond,adjSeventh,adjSixth,adjThird,DegreeOrder,Condition,Restrictor,Expression,Predicate,Position,Answer
183,269,expensive,60,61,66,64,70,64,62,61,FDCEGHAB,Fa,AB,Some,have the gas tank door on the left side,4,33
183,269,expensive,60,61,66,64,70,64,62,61,FDCEGHAB,T1,AEFGH,Num3,have tinted windows,2,61
183,269,expensive,60,61,66,64,70,64,62,61,FDCEGHAB,T2,AE,Conj2,are grey,1,64
269,61,tall,84,37,71,96,73,67,62,100,FDHBEACG,Tr,GH,Conj2,have roommates,4,82
269,61,tall,84,37,71,96,73,67,62,100,FDHBEACG,Fa,ABH,Conj3,play video games,3,25
269,61,tall,84,37,71,96,73,67,62,100,FDHBEACG,T1,ABE,None,use public transport,1,67
269,61,tall,84,37,71,96,73,67,62,100,FDHBEACG,T2,ABEH,Num2,drink coffee,2,84
133,270,large,97,2,2,2,98,96,98,98,BHGACDEF,Tr,AEGH,Some,are located on the top floor,1,97
133,270,large,97,2,2,2,98,96,98,98,BHGACDEF,Fa,ABEH,All,come pre-furnished,2,1
133,270,large,97,2,2,2,98,96,98,98,BHGACDEF,T1,ABE,None,have air conditioning,4,0
133,270,large,97,2,2,2,98,96,98,98,BHGACDEF,T2,AE,Conj2,have double-glazed windows,3,2
261,62,powerful,100,12,100,0,47,0,74,100,HDFACEBG,Tr,AEGH,Some,are black,1,100
261,62,powerful,100,12,100,0,47,0,74,100,HDFACEBG,Fa,ABH,None,have a touchscreen,2,33
261,62,powerful,100,12,100,0,47,0,74,100,HDFACEBG,T1,DGH,Conj3,have heated seats,3,91
261,62,powerful,100,12,100,0,47,0,74,100,HDFACEBG,T2,AE,Conj2,have leather interiors,4,17
82,271,late,78,47,90,59,89,29,80,85,HDCBGEAF,Tr,ABGH,Num2,use post-it notes,3,100
82,271,late,78,47,90,59,89,29,80,85,HDCBGEAF,Fa,ABEH,All,bring packed lunches,2,80
82,271,late,78,47,90,59,89,29,80,85,HDCBGEAF,T1,DGH,Conj3,drink tea,4,32
82,271,late,78,47,90,59,89,29,80,85,HDCBGEAF,T2,AD,Conj2,work in HR,1,66
97,63,young,17,94,36,74,44,78,57,100,BCHEGDFA,Tr,GH,Conj2,keep journals,1,100
97,63,young,17,94,36,74,44,78,57,100,BCHEGDFA,Fa,AB,Some,are left-handed,4,0
97,63,young,17,94,36,74,44,78,57,100,BCHEGDFA,T1,ABE,None,have houseplants,3,17
97,63,young,17,94,36,74,44,78,57,100,BCHEGDFA,T2,ABEH,Num2,use black pens,2,80
70,272,spicy,72,53,1,83,0,30,0,100,ABHGECDF,Tr,AFGH,Num3,contain lemongrass,1,100
70,272,spicy,72,53,1,83,0,30,0,100,ABHGECDF,Fa,ABEH,All,come with complimentary prawn crackers,3,0
70,272,spicy,72,53,1,83,0,30,0,100,ABHGECDF,T1,ABEGH,Num2,are served with noodles,2,73
70,272,spicy,72,53,1,83,0,30,0,100,ABHGECDF,T2,DEH,Conj3,contain holy basil,4,66
294,273,profitable,18,73,72,70,75,34,71,35,EABFGDCH,Tr,FGH,Conj3,have 24/7 customer support,1,76
294,273,profitable,18,73,72,70,75,34,71,35,EABFGDCH,Fa,ABEH,All,are family businesses,2,64
294,273,profitable,18,73,72,70,75,34,71,35,EABFGDCH,T1,DH,Conj2,have employee uniforms,3,25
294,273,profitable,18,73,72,70,75,34,71,35,EABFGDCH,T2,ABDE,Some,are construction companies,4,50
144,64,hot,50,100,69,82,61,13,0,30,FECGHABD,Tr,ADGH,Some,had high humidity,1,50
144,64,hot,50,100,69,82,61,13,0,30,FECGHABD,Fa,ABDE,Num3,were workdays,4,50
144,64,hot,50,100,69,82,61,13,0,30,FECGHABD,T1,EGH,Conj3,were windy,2,83
144,64,hot,50,100,69,82,61,13,0,30,FECGHABD,T2,AD,Conj2,had heavy traffic,3,40
92,65,expensive,89,83,75,46,45,100,0,88,DBFCEAHG,Tr,AFGH,Num3,have tinted windows,2,2
92,65,expensive,89,83,75,46,45,100,0,88,DBFCEAHG,Fa,ABD,Num2,have the gas tank door on the left side,4,20
92,65,expensive,89,83,75,46,45,100,0,88,DBFCEAHG,T1,DEGH,All,have reflector headlights,1,66
92,65,expensive,89,83,75,46,45,100,0,88,DBFCEAHG,T2,DEH,Conj3,are grey,3,65
50,274,safe,100,100,100,0,100,0,100,0,HGACFEBD,Tr,AFGH,Num3,have a public library,2,39
50,274,safe,100,100,100,0,100,0,100,0,HGACFEBD,Fa,ABH,None,have a hardware store,1,17
50,274,safe,100,100,100,0,100,0,100,0,HGACFEBD,T1,DEGH,All,border a river,3,100
50,274,safe,100,100,100,0,100,0,100,0,HGACFEBD,T2,AD,Conj2,are situated North of the city center,4,24
161,66,large,55,54,3,78,47,6,21,100,AEHGDCBF,Tr,GH,Conj2,have double-glazed windows,2,93
161,66,large,55,54,3,78,47,6,21,100,AEHGDCBF,Fa,ABH,Conj3,have air conditioning,3,3
161,66,large,55,54,3,78,47,6,21,100,AEHGDCBF,T1,AEFGH,Num3,are located on the top floor,1,88
161,66,large,55,54,3,78,47,6,21,100,AEHGDCBF,T2,ABDE,None,come pre-furnished,4,87
169,275,complete,0,100,100,90,0,75,77,34,GBCFHDEA,Tr,FGH,All,are about credit card fraud,4,88
169,275,complete,0,100,100,90,0,75,77,34,GBCFHDEA,Fa,ABH,None,involve a repeat offender,2,0
169,275,complete,0,100,100,90,0,75,77,34,GBCFHDEA,T1,ADFGH,Num3,require an official statement from the bank,3,6
169,275,complete,0,100,100,90,0,75,77,34,GBCFHDEA,T2,DEH,Conj3,affect retired clients,1,73
206,276,full,67,65,69,14,80,70,23,28,GCBEHADF,Tr,ABC,None,were international,1,50
206,276,full,67,65,69,14,80,70,23,28,GCBEHADF,Fa,ABDE,Num3,left in the morning,3,89
206,276,full,67,65,69,14,80,70,23,28,GCBEHADF,T1,DEGH,Some,included a layover,2,86
206,276,full,67,65,69,14,80,70,23,28,GCBEHADF,T2,ABDH,Num2,used a Boeing model plane,4,50
180,67,late,0,100,100,73,50,0,0,38,HBEFGDCA,Tr,FGH,All,use post-it notes,4,100
180,67,late,0,100,100,73,50,0,0,38,HBEFGDCA,Fa,AB,Some,work in HR,3,0
180,67,late,0,100,100,73,50,0,0,38,HBEFGDCA,T1,DH,Conj2,bring packed lunches,1,0
180,67,late,0,100,100,73,50,0,0,38,HBEFGDCA,T2,DEH,Conj3,drink tea,2,29
245,277,tall,57,76,76,77,62,86,74,71,DACGFEHB,Tr,FGH,All,play video games,2,74
245,277,tall,57,76,76,77,62,86,74,71,DACGFEHB,Fa,AB,Some,drink coffee,3,37
245,277,tall,57,76,76,77,62,86,74,71,DACGFEHB,T1,ABDGH,Num2,have roommates,1,73
245,277,tall,57,76,76,77,62,86,74,71,DACGFEHB,T2,ABDE,None,use public transport,4,32
188,68,spicy,88,0,67,70,8,0,0,23,FDEGACBH,Tr,ABC,None,are served with noodles,1,18
188,68,spicy,88,0,67,70,8,0,0,23,FDEGACBH,Fa,ABE,Num2,contain lemongrass,2,11
188,68,spicy,88,0,67,70,8,0,0,23,FDEGACBH,T1,EGH,Conj3,come with complimentary prawn crackers,4,64
188,68,spicy,88,0,67,70,8,0,0,23,FDEGACBH,T2,AD,Conj2,contain holy basil,3,17
186,278,powerful,100,13,68,100,18,38,93,50,DBFHAECG,Tr,ABGH,Num2,have a touchscreen,2,100
186,278,powerful,100,13,68,100,18,38,93,50,DBFHAECG,Fa,AH,Conj2,are black,3,0
186,278,powerful,100,13,68,100,18,38,93,50,DBFHAECG,T1,ADFGH,Num3,have heated seats,4,24
186,278,powerful,100,13,68,100,18,38,93,50,DBFHAECG,T2,DEH,Conj3,have leather interiors,1,70
17,69,profitable,0,90,100,0,0,100,50,100,FBGAEDHC,Tr,ABGH,Num2,are construction companies,3,0
17,69,profitable,0,90,100,0,0,100,50,100,FBGAEDHC,Fa,ABH,None,are family businesses,4,100
17,69,profitable,0,90,100,0,0,100,50,100,FBGAEDHC,T1,EH,Conj2,have employee uniforms,1,95
17,69,profitable,0,90,100,0,0,100,50,100,FBGAEDHC,T2,ABDE,Some,have 24/7 customer support,2,80
32,279,young,59,23,100,76,50,100,75,45,HCBFAEGD,Tr,ADGH,Some,have houseplants,1,100
32,279,young,59,23,100,76,50,100,75,45,HCBFAEGD,Fa,ABH,None,use black pens,4,0
32,279,young,59,23,100,76,50,100,75,45,HCBFAEGD,T1,DH,Conj2,are left-handed,3,75
32,279,young,59,23,100,76,50,100,75,45,HCBFAEGD,T2,DEH,All,keep journals,2,85
173,70,safe,65,50,70,18,100,50,100,100,AHFCGDBE,Tr,AEGH,Some,are situated North of the city center,2,97
173,70,safe,65,50,70,18,100,50,100,100,AHFCGDBE,Fa,ABDE,Num3,have a public library,4,65
173,70,safe,65,50,70,18,100,50,100,100,AHFCGDBE,T1,EGH,Conj3,border a river,1,71
173,70,safe,65,50,70,18,100,50,100,100,AHFCGDBE,T2,AD,Conj2,have a hardware store,3,28
45,280,hot,58,70,80,94,79,75,59,68,GFAHDCEB,Tr,FGH,All,were workdays,3,79
45,280,hot,58,70,80,94,79,75,59,68,GFAHDCEB,Fa,ABH,None,had heavy traffic,4,50
45,280,hot,58,70,80,94,79,75,59,68,GFAHDCEB,T1,ADFGH,Num3,were windy,2,74
45,280,hot,58,70,80,94,79,75,59,68,GFAHDCEB,T2,AD,Conj2,had high humidity,1,57
154,281,expensive,19,83,79,27,13,7,92,70,FBEDGHAC,Tr,GH,Conj2,have tinted windows,2,87
154,281,expensive,19,83,79,27,13,7,92,70,FBEDGHAC,Fa,AB,Some,are grey,1,74
154,281,expensive,19,83,79,27,13,7,92,70,FBEDGHAC,T1,ADFGH,Num3,have reflector headlights,3,81
154,281,expensive,19,83,79,27,13,7,92,70,FBEDGHAC,T2,DEH,All,have the gas tank door on the left side,4,76
136,71,complete,100,3,71,100,51,14,79,90,DCFHAEBG,Tr,FGH,All,involve a repeat offender,2,100
136,71,complete,100,3,71,100,51,14,79,90,DCFHAEBG,Fa,AH,Conj2,require an official statement from the bank,3,15
136,71,complete,100,3,71,100,51,14,79,90,DCFHAEBG,T1,ABEGH,Num2,affect retired clients,4,100
136,71,complete,100,3,71,100,51,14,79,90,DCFHAEBG,T2,ADEH,Num3,are about credit card fraud,1,6
167,282,large,0,100,1,100,100,100,0,100,CGFHEBDA,Tr,ADGH,Some,have air conditioning,1,100
167,282,large,0,100,1,100,100,100,0,100,CGFHEBDA,Fa,AH,Conj2,come pre-furnished,3,0
167,282,large,0,100,1,100,100,100,0,100,CGFHEBDA,T1,ABEGH,Num2,have double-glazed windows,2,100
167,282,large,0,100,1,100,100,100,0,100,CGFHEBDA,T2,ABDE,None,are located on the top floor,4,3
170,283,late,0,26,91,5,0,63,0,0,HCBEFAGD,Tr,ABGH,Num2,drink tea,2,100
170,283,late,0,26,91,5,0,63,0,0,HCBEFAGD,Fa,ABH,Conj3,use post-it notes,1,0
170,283,late,0,26,91,5,0,63,0,0,HCBEFAGD,T1,AEFGH,Num3,bring packed lunches,4,87
170,283,late,0,26,91,5,0,63,0,0,HCBEFAGD,T2,AD,Conj2,work in HR,3,0
73,72,full,0,0,100,0,100,0,0,0,HGCAEBDF,Tr,FGH,Conj3,used a Boeing model plane,3,0
73,72,full,0,0,100,0,100,0,0,0,HGCAEBDF,Fa,ABDH,All,were international,2,0
73,72,full,0,0,100,0,100,0,0,0,HGCAEBDF,T1,DH,Conj2,left in the morning,4,0
73,72,full,0,0,100,0,100,0,0,0,HGCAEBDF,T2,ABEH,Num2,included a layover,1,0
143,284,spicy,100,0,100,100,100,0,0,100,GFHDBACE,Tr,FGH,Conj3,come with complimentary prawn crackers,2,100
143,284,spicy,100,0,100,100,100,0,0,100,GFHDBACE,Fa,ABEH,All,are served with noodles,3,0
143,284,spicy,100,0,100,100,100,0,0,100,GFHDBACE,T1,DEGH,Some,contain lemongrass,1,100
143,284,spicy,100,0,100,100,100,0,0,100,GFHDBACE,T2,ADEH,Num3,contain holy basil,4,100
128,73,tall,0,43,44,100,100,100,100,26,AGBDFHEC,Tr,ABC,None,use public transport,3,65
128,73,tall,0,43,44,100,100,100,100,26,AGBDFHEC,Fa,ABE,Num2,play video games,2,34
128,73,tall,0,43,44,100,100,100,100,26,AGBDFHEC,T1,DEGH,All,drink coffee,4,83
128,73,tall,0,43,44,100,100,100,100,26,AGBDFHEC,T2,DEH,Conj3,have roommates,1,100
212,74,powerful,34,22,70,55,76,50,46,77,FGHDACEB,Tr,GH,Conj2,are black,4,88
212,74,powerful,34,22,70,55,76,50,46,77,FGHDACEB,Fa,ABH,None,have leather interiors,1,14
212,74,powerful,34,22,70,55,76,50,46,77,FGHDACEB,T1,DEGH,Some,have heated seats,3,100
212,74,powerful,34,22,70,55,76,50,46,77,FGHDACEB,T2,DEH,Conj3,have a touchscreen,2,57
202,285,profitable,67,79,87,50,64,58,79,32,FHBAECDG,Tr,FGH,Conj3,are construction companies,4,100
202,285,profitable,67,79,87,50,64,58,79,32,FHBAECDG,Fa,AH,Conj2,are family businesses,1,80
202,285,profitable,67,79,87,50,64,58,79,32,FHBAECDG,T1,ABE,None,have 24/7 customer support,3,90
202,285,profitable,67,79,87,50,64,58,79,32,FHBAECDG,T2,ABEH,Num2,have employee uniforms,2,13
125,286,safe,79,98,96,33,56,97,100,96,EAGBFDHC,Tr,AEGH,Some,have a public library,2,74
125,286,safe,79,98,96,33,56,97,100,96,EAGBFDHC,Fa,ABDH,All,border a river,1,67
125,286,safe,79,98,96,33,56,97,100,96,EAGBFDHC,T1,DGH,Conj3,are situated North of the city center,3,77
125,286,safe,79,98,96,33,56,97,100,96,EAGBFDHC,T2,ABDE,None,have a hardware store,4,60
240,75,young,23,100,100,44,40,70,54,51,GBDCHEFA,Tr,ABGH,Num2,keep journals,2,100
240,75,young,23,100,100,44,40,70,54,51,GBDCHEFA,Fa,ABDH,All,are left-handed,1,0
240,75,young,23,100,100,44,40,70,54,51,GBDCHEFA,T1,ABD,None,have houseplants,4,75
240,75,young,23,100,100,44,40,70,54,51,GBDCHEFA,T2,ADEH,Num3,use black pens,3,56
244,287,complete,100,0,57,100,100,88,0,77,CFDHBAEG,Tr,AFGH,Num3,involve a repeat offender,3,26
244,287,complete,100,0,57,100,100,88,0,77,CFDHBAEG,Fa,AH,Conj2,are about credit card fraud,1,0
244,287,complete,100,0,57,100,100,88,0,77,CFDHBAEG,T1,DGH,Conj3,affect retired clients,4,85
244,287,complete,100,0,57,100,100,88,0,77,CFDHBAEG,T2,DEH,All,require an official statement from the bank,2,71
28,76,hot,63,81,61,77,74,55,86,100,BDHEFGAC,Tr,FGH,Conj3,were windy,4,92
28,76,hot,63,81,61,77,74,55,86,100,BDHEFGAC,Fa,ABDE,Num3,were workdays,1,81
28,76,hot,63,81,61,77,74,55,86,100,BDHEFGAC,T1,DEGH,All,had heavy traffic,2,86
28,76,hot,63,81,61,77,74,55,86,100,BDHEFGAC,T2,ABEH,Num2,had high humidity,3,67
187,288,full,0,100,18,36,80,100,100,87,BDECGHFA,Tr,GH,Conj2,left in the morning,2,100
187,288,full,0,100,18,36,80,100,100,87,BDECGHFA,Fa,ABEH,All,were international,1,0
187,288,full,0,100,18,36,80,100,100,87,BDECGHFA,T1,ABEGH,Num2,used a Boeing model plane,4,27
187,288,full,0,100,18,36,80,100,100,87,BDECGHFA,T2,ADEH,Num3,included a layover,3,76
178,77,expensive,59,33,16,11,18,91,29,64,BDGAECHF,Tr,FGH,All,are grey,1,10
178,77,expensive,59,33,16,11,18,91,29,64,BDGAECHF,Fa,ABDE,Num3,have the gas tank door on the left side,3,29
178,77,expensive,59,33,16,11,18,91,29,64,BDGAECHF,T1,EGH,Conj3,have tinted windows,4,85
178,77,expensive,59,33,16,11,18,91,29,64,BDGAECHF,T2,ABDE,None,have reflector headlights,2,73
147,289,tall,67,35,70,34,23,88,20,24,FBCEADHG,Tr,ABGH,Num2,have roommates,1,100
147,289,tall,67,35,70,34,23,88,20,24,FBCEADHG,Fa,ABDH,All,play video games,2,8
147,289,tall,67,35,70,34,23,88,20,24,FBCEADHG,T1,DEGH,Some,use public transport,4,100
147,289,tall,67,35,70,34,23,88,20,24,FBCEADHG,T2,AE,Conj2,drink coffee,3,17
210,290,powerful,0,100,100,0,23,84,0,2,GEACHDFB,Tr,ABC,None,have heated seats,1,100
210,290,powerful,0,100,100,0,23,84,0,2,GEACHDFB,Fa,ABDE,Num3,have a touchscreen,4,0
210,290,powerful,0,100,100,0,23,84,0,2,GEACHDFB,T1,DEGH,Some,have leather interiors,3,100
210,290,powerful,0,100,100,0,23,84,0,2,GEACHDFB,T2,DEH,Conj3,are black,2,41
25,78,large,22,33,2,88,4,0,78,89,ABHGEFCD,Tr,FGH,All,come pre-furnished,2,98
25,78,large,22,33,2,88,4,0,78,89,ABHGEFCD,Fa,AB,Some,are located on the top floor,3,4
25,78,large,22,33,2,88,4,0,78,89,ABHGEFCD,T1,AEFGH,Num3,have air conditioning,1,97
25,78,large,22,33,2,88,4,0,78,89,ABHGEFCD,T2,ABDE,None,have double-glazed windows,4,73
243,291,young,67,36,62,9,21,68,89,23,DBCAEHFG,Tr,FGH,Conj3,are left-handed,2,85
243,291,young,67,36,62,9,21,68,89,23,DBCAEHFG,Fa,AB,Some,keep journals,3,28
243,291,young,67,36,62,9,21,68,89,23,DBCAEHFG,T1,AEFGH,Num3,have houseplants,4,67
243,291,young,67,36,62,9,21,68,89,23,DBCAEHFG,T2,AD,Conj2,use black pens,1,4
66,79,late,0,73,11,25,0,1,0,73,EBHFGCDA,Tr,AEGH,Some,drink tea,1,98
66,79,late,0,73,11,25,0,1,0,73,EBHFGCDA,Fa,ABH,Conj3,use post-it notes,2,0
66,79,late,0,73,11,25,0,1,0,73,EBHFGCDA,T1,ABEGH,Num2,work in HR,4,97
66,79,late,0,73,11,25,0,1,0,73,EBHFGCDA,T2,ADEH,Num3,bring packed lunches,3,0
204,292,hot,46,29,100,0,100,0,5,100,GFHADCBE,Tr,ABGH,Num2,were windy,4,90
204,292,hot,46,29,100,0,100,0,5,100,GFHADCBE,Fa,ABH,None,had high humidity,3,18
204,292,hot,46,29,100,0,100,0,5,100,GFHADCBE,T1,EGH,Conj3,had heavy traffic,1,71
204,292,hot,46,29,100,0,100,0,5,100,GFHADCBE,T2,AE,Conj2,were workdays,2,3
87,80,spicy,50,50,84,100,50,64,38,84,GAFHCDEB,Tr,GH,Conj2,contain lemongrass,1,100
87,80,spicy,50,50,84,100,50,64,38,84,GAFHCDEB,Fa,ABD,Num2,come with complimentary prawn crackers,2,50
87,80,spicy,50,50,84,100,50,64,38,84,GAFHCDEB,T1,DEGH,Some,contain holy basil,3,100
87,80,spicy,50,50,84,100,50,64,38,84,GAFHCDEB,T2,DEH,All,are served with noodles,4,74
177,293,expensive,68,39,12,0,22,100,50,85,BCGADEHF,Tr,AFGH,Num3,have the gas tank door on the left side,4,100
177,293,expensive,68,39,12,0,22,100,50,85,BCGADEHF,Fa,ABH,None,have tinted windows,3,0
177,293,expensive,68,39,12,0,22,100,50,85,BCGADEHF,T1,DH,Conj2,are grey,1,0
177,293,expensive,68,39,12,0,22,100,50,85,BCGADEHF,T2,DEH,All,have reflector headlights,2,13
230,81,profitable,100,88,1,0,0,73,55,58,ACEBGDFH,Tr,FGH,Conj3,have employee uniforms,3,100
230,81,profitable,100,88,1,0,0,73,55,58,ACEBGDFH,Fa,ABDE,Num3,have 24/7 customer support,4,0
230,81,profitable,100,88,1,0,0,73,55,58,ACEBGDFH,T1,ABD,None,are family businesses,2,30
230,81,profitable,100,88,1,0,0,73,55,58,ACEBGDFH,T2,AE,Conj2,are construction companies,1,0
235,294,large,41,83,100,80,0,6,92,39,HADFEGBC,Tr,ABC,None,come pre-furnished,3,100
235,294,large,41,83,100,80,0,6,92,39,HADFEGBC,Fa,ABE,Num2,have air conditioning,2,0
235,294,large,41,83,100,80,0,6,92,39,HADFEGBC,T1,DEGH,All,have double-glazed windows,1,68
235,294,large,41,83,100,80,0,6,92,39,HADFEGBC,T2,AE,Conj2,are located on the top floor,4,0
243,82,safe,66,81,50,92,14,60,39,26,EABHGCDF,Tr,FGH,Conj3,have a public library,1,97
243,82,safe,66,81,50,92,14,60,39,26,EABHGCDF,Fa,ABH,None,have a hardware store,3,8
243,82,safe,66,81,50,92,14,60,39,26,EABHGCDF,T1,DEGH,All,border a river,2,86
243,82,safe,66,81,50,92,14,60,39,26,EABHGCDF,T2,ADEH,Num3,are situated North of the city center,4,22
162,295,late,100,0,100,0,100,100,0,0,HFADBCGE,Tr,AFGH,Num3,work in HR,3,100
162,295,late,100,0,100,0,100,100,0,0,HFADBCGE,Fa,ABD,Num2,drink tea,2,0
162,295,late,100,0,100,0,100,100,0,0,HFADBCGE,T1,DEGH,All,bring packed lunches,4,0
162,295,late,100,0,100,0,100,100,0,0,HFADBCGE,T2,AE,Conj2,use post-it notes,1,7
172,296,spicy,60,0,11,0,29,56,76,0,DEBCAHGF,Tr,ABC,None,contain lemongrass,3,100
172,296,spicy,60,0,11,0,29,56,76,0,DEBCAHGF,Fa,AB,Some,are served with noodles,2,0
172,296,spicy,60,0,11,0,29,56,76,0,DEBCAHGF,T1,EGH,Conj3,come with complimentary prawn crackers,4,65
172,296,spicy,60,0,11,0,29,56,76,0,DEBCAHGF,T2,DEH,All,contain holy basil,1,0
155,83,complete,70,33,72,33,67,70,24,65,GHBFDACE,Tr,ABGH,Num2,affect retired clients,4,67
155,83,complete,70,33,72,33,67,70,24,65,GHBFDACE,Fa,ABH,None,involve a repeat offender,2,84
155,83,complete,70,33,72,33,67,70,24,65,GHBFDACE,T1,DEGH,All,require an official statement from the bank,1,69
155,83,complete,70,33,72,33,67,70,24,65,GHBFDACE,T2,DEH,Conj3,are about credit card fraud,3,27
190,297,profitable,80,79,83,79,78,76,79,82,GHEDFCAB,Tr,FGH,Conj3,are family businesses,1,83
190,297,profitable,80,79,83,79,78,76,79,82,GHEDFCAB,Fa,ABE,Num2,have 24/7 customer support,3,86
190,297,profitable,80,79,83,79,78,76,79,82,GHEDFCAB,T1,DH,Conj2,are construction companies,4,88
190,297,profitable,80,79,83,79,78,76,79,82,GHEDFCAB,T2,ABDE,None,have employee uniforms,2,81
44,84,full,100,80,89,100,24,10,80,72,FBCHEDAG,Tr,FGH,All,used a Boeing model plane,4,86
44,84,full,100,80,89,100,24,10,80,72,FBCHEDAG,Fa,ABH,None,left in the morning,2,4
44,84,full,100,80,89,100,24,10,80,72,FBCHEDAG,T1,ADFGH,Num3,were international,1,77
44,84,full,100,80,89,100,24,10,80,72,FBCHEDAG,T2,AD,Conj2,included a layover,3,11
29,85,tall,100,32,1,71,59,50,0,81,BEGFCADH,Tr,ABGH,Num2,play video games,3,100
29,85,tall,100,32,1,71,59,50,0,81,BEGFCADH,Fa,AH,Conj2,use public transport,1,10
29,85,tall,100,32,1,71,59,50,0,81,BEGFCADH,T1,ABD,None,drink coffee,2,62
29,85,tall,100,32,1,71,59,50,0,81,BEGFCADH,T2,ADEH,Num3,have roommates,4,24
160,298,safe,4,50,43,90,20,26,15,11,EGBHFCDA,Tr,AFGH,Num3,have a public library,4,65
160,298,safe,4,50,43,90,20,26,15,11,EGBHFCDA,Fa,ABD,Num2,are situated North of the city center,3,0
160,298,safe,4,50,43,90,20,26,15,11,EGBHFCDA,T1,DEGH,All,border a river,2,65
160,298,safe,4,50,43,90,20,26,15,11,EGBHFCDA,T2,AE,Conj2,have a hardware store,1,0
81,299,complete,0,0,1,100,0,100,85,83,DAEHCFGB,Tr,ABC,None,affect retired clients,3,0
81,299,complete,0,0,1,100,0,100,85,83,DAEHCFGB,Fa,ABDE,Num3,require an official statement from the bank,2,30
81,299,complete,0,0,1,100,0,100,85,83,DAEHCFGB,T1,ABEGH,Num2,involve a repeat offender,1,23
81,299,complete,0,0,1,100,0,100,85,83,DAEHCFGB,T2,DEH,Conj3,are about credit card fraud,4,0
48,86,powerful,94,91,90,96,95,94,94,94,GDBCAFEH,Tr,FGH,Conj3,are black,3,96
48,86,powerful,94,91,90,96,95,94,94,94,GDBCAFEH,Fa,AH,Conj2,have leather interiors,4,89
48,86,powerful,94,91,90,96,95,94,94,94,GDBCAFEH,T1,ABE,None,have a touchscreen,1,92
48,86,powerful,94,91,90,96,95,94,94,94,GDBCAFEH,T2,ADEH,Num3,have heated seats,2,50
163,87,young,0,100,74,100,37,9,100,57,ECDGHFBA,Tr,AFGH,Num3,are left-handed,1,100
163,87,young,0,100,74,100,37,9,100,57,ECDGHFBA,Fa,ABH,Conj3,keep journals,3,0
163,87,young,0,100,74,100,37,9,100,57,ECDGHFBA,T1,EH,Conj2,use black pens,4,94
163,87,young,0,100,74,100,37,9,100,57,ECDGHFBA,T2,ABEH,Num2,have houseplants,2,100
256,300,full,10,0,25,100,0,54,28,78,EHBAGDCF,Tr,GH,Conj2,left in the morning,3,62
256,300,full,10,0,25,100,0,54,28,78,EHBAGDCF,Fa,AB,Some,were international,4,67
256,300,full,10,0,25,100,0,54,28,78,EHBAGDCF,T1,ABEGH,Num2,included a layover,1,84
256,300,full,10,0,25,100,0,54,28,78,EHBAGDCF,T2,ADEH,Num3,used a Boeing model plane,2,75
100,88,hot,100,7,90,11,59,76,29,70,GDEBACFH,Tr,ABC,None,were windy,4,18
100,88,hot,100,7,90,11,59,76,29,70,GDEBACFH,Fa,ABE,Num2,were workdays,1,23
100,88,hot,100,7,90,11,59,76,29,70,GDEBACFH,T1,DEGH,All,had high humidity,2,100
100,88,hot,100,7,90,11,59,76,29,70,GDEBACFH,T2,ADEH,Num3,had heavy traffic,3,77
91,89,expensive,23,70,100,42,36,53,88,62,HBECFGDA,Tr,FGH,All,are grey,1,88
91,89,expensive,23,70,100,42,36,53,88,62,HBECFGDA,Fa,AH,Conj2,have the gas tank door on the left side,2,0
91,89,expensive,23,70,100,42,36,53,88,62,HBECFGDA,T1,ADFGH,Num3,have tinted windows,3,49
91,89,expensive,23,70,100,42,36,53,88,62,HBECFGDA,T2,ABDE,None,have reflector headlights,4,39
115,90,large,66,51,100,29,0,87,0,8,HACDEBGF,Tr,ABC,None,come pre-furnished,2,100
115,90,large,66,51,100,29,0,87,0,8,HACDEBGF,Fa,AB,Some,are located on the top floor,1,0
115,90,large,66,51,100,29,0,87,0,8,HACDEBGF,T1,DH,Conj2,have air conditioning,3,50
115,90,large,66,51,100,29,0,87,0,8,HACDEBGF,T2,DEH,All,have double-glazed windows,4,70
203,91,late,3,1,98,0,67,60,19,0,HGCBAEFD,Tr,FGH,Conj3,work in HR,1,86
203,91,late,3,1,98,0,67,60,19,0,HGCBAEFD,Fa,AH,Conj2,drink tea,4,52
203,91,late,3,1,98,0,67,60,19,0,HGCBAEFD,T1,ADFGH,Num3,use post-it notes,3,50
203,91,late,3,1,98,0,67,60,19,0,HGCBAEFD,T2,ABEH,Num2,bring packed lunches,2,50
30,92,spicy,100,0,56,83,5,84,0,29,ECDFBAGH,Tr,ADGH,Some,contain lemongrass,2,100
30,92,spicy,100,0,56,83,5,84,0,29,ECDFBAGH,Fa,ABD,Num2,are served with noodles,4,0
30,92,spicy,100,0,56,83,5,84,0,29,ECDFBAGH,T1,ADFGH,Num3,contain holy basil,3,100
30,92,spicy,100,0,56,83,5,84,0,29,ECDFBAGH,T2,ABDE,None,come with complimentary prawn crackers,1,0
165,93,profitable,100,100,1,100,100,100,0,0,AFCHGBDE,Tr,GH,Conj2,are family businesses,2,100
165,93,profitable,100,100,1,100,100,100,0,0,AFCHGBDE,Fa,ABE,Num2,are construction companies,1,0
165,93,profitable,100,100,1,100,100,100,0,0,AFCHGBDE,T1,DEGH,All,have employee uniforms,3,100
